ARRESTTIME,COUNCIL_DISTRICT
2016-11-28T17:23:00,2
2016-09-05T04:00:00,6
2016-12-28T09:28:00,7
2016-08-15T14:23:00,4
2016-12-27T03:56:00,1
2016-08-07T06:24:00,9
2016-08-27T16:59:00,2
2016-09-08T03:50:00,9
2016-08-30T14:29:00,2
2016-09-27T11:45:00,3
2016-10-18T08:57:00,5
2017-01-05T11:29:00,9
2017-01-02T15:55:00,2
2016-09-21T17:20:00,6
2016-10-19T16:00:00,5
2016-10-08T01:15:00,9
2016-10-07T16:04:00,6
2016-11-27T07:23:00,6
2016-11-29T08:35:00,9
2016-09-13T11:07:00,3
2016-10-06T12:00:00,4
2017-01-06T19:38:00,
2016-09-24T00:22:00,7
2016-11-29T21:13:00,9
2016-11-29T09:11:00,4
2017-01-28T17:00:00,6
2016-12-16T01:48:00,3
2016-12-14T22:30:00,3
2017-01-07T18:42:00,3
2016-12-20T20:57:00,2
2016-10-24T16:12:00,3
2016-08-23T12:20:00,3
2016-08-09T14:00:00,1
2016-10-11T08:48:00,1
2016-10-19T14:17:00,6
2016-12-29T16:35:00,
2016-10-15T20:00:00,6
2016-08-09T17:58:00,1
2016-11-02T22:00:00,5
2016-10-25T19:55:00,1
2016-12-22T21:04:00,3
2016-08-18T09:15:00,1
2016-08-22T16:10:00,6
2016-10-09T21:45:00,9
2016-10-09T01:16:00,1
2016-11-23T20:10:00,9
2016-08-16T16:02:00,3
2016-11-23T22:21:00,3
2016-12-12T13:50:00,1
2016-08-14T07:15:00,4
2016-11-04T01:57:00,9
2016-11-04T15:00:00,9
2016-11-04T15:00:00,6
2016-09-06T11:00:00,6
2016-09-07T03:31:00,9
2016-08-07T02:00:00,6
2016-08-10T23:20:00,6
2016-09-28T20:10:00,2
2016-11-08T03:15:00,6
2016-09-11T05:45:00,3
2016-10-25T16:34:00,6
2016-08-11T02:41:00,7
2016-08-25T00:29:00,4
2016-12-20T20:28:00,1
2017-01-18T15:00:00,1
2016-08-26T16:56:00,1
2016-11-03T13:00:00,9
2016-09-03T03:55:00,1
2016-09-05T15:18:00,9
2016-10-24T14:15:00,9
2016-11-01T13:45:00,4
2016-10-25T17:30:00,9
2016-12-11T11:24:00,9
2016-12-22T18:00:00,6
2017-01-25T19:20:00,4
2016-09-23T11:45:00,1
2016-11-06T03:20:00,6
2016-08-18T11:00:00,3
2016-11-04T17:06:00,1
2016-11-10T10:55:00,7
2016-12-01T17:40:00,9
2016-11-30T12:59:00,9
2016-12-05T09:30:00,7
2016-09-30T23:07:00,3
2016-09-20T17:00:00,
2016-10-20T13:25:00,2
2016-08-20T21:19:00,6
2016-08-25T19:55:00,1
2016-08-02T03:55:00,4
2016-12-02T01:00:00,2
2016-12-12T16:07:00,9
2017-01-25T17:30:00,6
2016-08-16T12:44:00,6
2016-12-26T17:30:00,2
2016-08-02T04:20:00,1
2016-08-19T17:11:00,9
2016-08-15T18:44:00,2
2016-11-05T17:58:00,6
2016-11-05T18:00:00,
2016-11-30T15:36:00,2
2016-12-20T14:45:00,4
2016-12-08T09:40:00,
2016-08-11T08:21:00,7
2016-08-19T19:40:00,1
2016-09-29T19:15:00,1
2016-12-29T16:35:00,6
2016-10-07T17:13:00,6
2016-09-29T19:15:00,1
2017-01-03T18:13:00,2
2017-01-25T19:54:00,1
2016-10-06T13:24:00,2
2016-11-17T23:15:00,1
2016-11-29T11:35:00,6
2016-12-23T20:02:00,9
2016-09-05T03:50:00,1
2016-10-07T13:20:00,1
2016-12-23T14:20:00,2
2016-11-17T02:15:00,
2016-10-06T10:05:00,6
2017-01-06T10:35:00,5
2016-11-30T10:45:00,2
2016-12-21T01:44:00,
2016-12-14T14:30:00,5
2016-08-16T15:12:00,1
2016-11-18T11:40:00,6
2016-08-24T12:30:00,6
2016-10-02T11:30:00,3
2016-12-06T03:20:00,9
2017-01-31T22:00:00,1
2017-01-05T16:10:00,5
2017-01-21T17:25:00,2
2017-01-16T01:30:00,9
2016-11-04T10:00:00,6
2016-12-20T21:40:00,9
2016-08-10T17:29:00,1
2016-10-06T16:00:00,9
2016-11-05T18:07:00,9
2016-10-26T07:00:00,6
2016-08-16T23:24:00,9
2016-11-15T23:45:00,2
2016-12-20T22:39:00,1
2016-11-03T22:30:00,2
2016-08-17T16:29:00,
2016-11-28T14:00:00,4
2016-11-05T08:37:00,6
2016-08-21T00:50:00,1
2016-08-27T02:04:00,1
2016-08-12T20:59:00,
2016-12-21T20:22:00,1
2016-10-07T02:38:00,1
2016-11-08T13:45:00,2
2016-12-06T13:17:00,6
2016-11-04T22:00:00,9
2017-01-18T22:50:00,6
2017-01-30T05:05:00,1
2016-09-09T11:09:00,3
2016-11-04T12:48:00,6
2016-09-13T10:47:00,2
2016-10-25T23:55:00,9
2016-11-04T17:05:00,3
2016-09-15T14:00:00,4
2016-10-27T10:52:00,6
2016-08-16T12:20:00,1
2016-09-02T14:00:00,7
2016-11-30T16:05:00,1
2016-08-29T02:50:00,1
2016-08-09T10:30:00,
2016-08-31T11:49:00,1
2016-10-08T19:40:00,3
2016-10-25T00:22:00,8
2016-10-28T18:30:00,7
2017-01-11T10:10:00,6
2016-10-19T16:20:00,7
2016-12-20T21:30:00,7
2016-12-28T17:08:00,
2017-01-07T22:15:00,2
2016-11-07T15:20:00,3
2016-11-05T02:29:00,
2016-08-22T17:45:00,6
2016-08-23T17:35:00,7
2017-01-07T22:20:00,3
2016-11-07T16:00:00,6
2017-01-11T22:00:00,5
2016-11-03T22:41:00,2
2016-12-21T11:35:00,2
2016-12-07T15:16:00,1
2016-08-30T07:30:00,3
2016-10-11T02:30:00,
2016-10-17T18:31:00,7
2016-11-01T23:39:00,3
2016-09-21T09:05:00,6
2017-01-09T11:00:00,
2016-09-29T19:15:00,1
2016-11-06T19:11:00,5
2016-10-05T15:52:00,3
2016-10-12T21:29:00,4
2016-11-15T16:20:00,4
2017-01-05T16:30:00,3
2017-01-11T22:00:00,5
2016-10-20T18:24:00,4
2017-01-21T19:55:00,5
2016-09-21T01:30:00,1
2016-10-08T16:55:00,3
2016-12-03T03:07:00,6
2016-11-15T17:30:00,9
2016-12-03T02:58:00,9
2016-12-31T16:30:00,3
2016-09-13T16:25:00,5
2016-10-21T13:55:00,3
2016-09-03T15:25:00,1
2016-11-05T17:20:00,1
2016-08-22T11:55:00,6
2016-11-07T08:30:00,9
2016-09-01T01:06:00,9
2016-11-03T17:12:00,6
2016-12-28T10:20:00,4
2016-08-09T15:46:00,1
2016-10-16T15:30:00,6
2017-01-06T18:03:00,6
2016-08-04T22:15:00,2
2016-10-28T08:38:00,5
2016-10-17T21:15:00,1
2016-12-27T15:15:00,4
2017-01-10T20:31:00,8
2016-08-23T12:00:00,9
2016-08-12T17:17:00,2
2017-01-09T15:51:00,1
2016-11-04T16:00:00,2
2016-10-17T22:47:00,7
2016-11-12T15:42:00,1
2016-10-14T17:28:00,2
2016-11-23T19:20:00,1
2016-12-03T11:38:00,6
2016-12-10T12:48:00,6
2016-12-11T12:50:00,1
2017-01-11T02:51:00,9
2016-12-09T20:00:00,1
2016-08-04T21:30:00,9
2016-12-28T17:46:00,4
2016-10-19T13:00:00,1
2016-10-09T19:07:00,
2017-01-12T15:40:00,2
2016-12-02T17:45:00,4
2016-10-24T19:20:00,5
2016-10-25T00:54:00,9
2016-08-13T08:55:00,6
2016-08-15T08:23:00,3
2016-10-22T03:49:00,9
2016-10-24T23:20:00,3
2016-12-28T17:58:00,9
2016-10-24T23:20:00,3
2016-08-12T18:46:00,1
2016-10-24T23:20:00,3
2016-10-26T01:07:00,6
2016-08-30T00:25:00,1
2016-10-18T08:57:00,5
2016-10-26T07:30:00,1
2016-12-26T03:29:00,9
2016-12-22T18:30:00,5
2016-12-29T15:20:00,1
2016-08-30T02:00:00,9
2016-08-15T19:45:00,5
2016-09-26T00:51:00,6
2016-12-09T22:35:00,
2016-12-28T20:24:00,4
2016-11-20T00:06:00,1
2016-10-25T18:20:00,3
2016-09-19T17:50:00,4
2016-08-16T15:36:00,2
2016-11-13T08:43:00,4
2016-08-07T03:37:00,6
2016-08-10T21:20:00,9
2016-08-22T01:02:00,6
2016-10-18T02:50:00,1
2016-09-06T13:50:00,1
2016-09-10T12:30:00,6
2016-10-09T20:00:00,2
2016-12-14T22:00:00,4
2016-12-15T18:00:00,9
2016-12-14T18:25:00,1
2016-12-16T18:30:00,6
2016-12-24T15:00:00,2
2016-08-30T03:49:00,6
2016-08-14T02:15:00,
2016-10-09T23:40:00,4
2016-10-09T23:40:00,4
2016-10-12T20:00:00,6
2016-12-02T18:37:00,6
2016-12-13T11:54:00,6
2016-12-08T10:00:00,9
2016-08-21T22:02:00,9
2016-11-16T01:55:00,1
2016-09-01T22:25:00,4
2016-09-12T02:44:00,8
2016-12-12T16:07:00,9
2016-11-30T17:52:00,1
2016-12-28T03:50:00,4
2016-10-21T06:09:00,
2016-11-07T03:04:00,6
2016-11-13T01:56:00,7
2016-09-30T17:46:00,3
2016-12-29T01:12:00,4
2016-08-18T22:46:00,1
2016-10-06T16:40:00,3
2016-11-17T02:15:00,1
2016-12-01T16:40:00,9
2016-09-12T09:00:00,8
2016-12-14T19:30:00,9
2016-12-25T14:00:00,4
2016-08-10T14:02:00,1
2016-09-07T01:30:00,6
2016-10-09T23:06:00,3
2016-10-06T16:39:00,7
2016-11-16T09:20:00,5
2016-11-21T21:27:00,3
2016-11-29T03:13:00,4
2016-10-25T18:20:00,1
2016-10-13T15:19:00,9
2016-08-05T15:26:00,5
2016-08-12T01:11:00,1
2016-09-11T12:00:00,6
2016-10-06T16:39:00,7
2016-11-11T14:45:00,1
2016-11-22T19:28:00,4
2016-08-06T00:56:00,2
2016-09-26T20:15:00,2
2016-10-01T15:00:00,1
2017-01-17T17:02:00,
2016-12-25T15:10:00,2
2016-10-29T02:26:00,7
2016-10-29T01:44:00,1
2016-09-07T12:19:00,3
2016-08-06T20:27:00,1
2016-08-19T04:52:00,7
2016-12-10T23:05:00,6
2016-12-25T19:13:00,1
2016-08-26T03:22:00,
2016-08-20T07:43:00,9
2016-11-23T16:40:00,9
2016-08-23T02:15:00,7
2016-08-02T19:00:00,
2016-10-19T10:20:00,2
2016-12-25T21:06:00,1
2016-09-06T11:30:00,3
2016-12-12T11:20:00,9
2016-08-02T18:10:00,1
2017-01-23T10:00:00,6
2017-01-06T08:00:00,4
2016-10-18T13:10:00,7
2016-04-28T18:00:00,9
2016-10-19T16:00:00,9
2016-12-14T19:30:00,9
2016-12-14T19:30:00,9
2016-08-28T00:45:00,6
2016-10-18T13:20:00,1
2017-01-24T10:20:00,3
2016-08-03T20:17:00,4
2017-01-23T09:40:00,3
2016-11-22T10:24:00,
2016-12-01T01:00:00,6
2016-12-26T05:22:00,3
2016-08-26T13:15:00,4
2016-10-04T20:01:00,3
2016-12-26T05:22:00,3
2016-08-05T00:12:00,3
2016-11-28T09:30:00,3
2016-12-14T19:30:00,9
2016-08-11T18:22:00,6
2016-10-29T02:23:00,6
2016-10-29T02:23:00,6
2017-01-24T13:29:00,1
2016-10-29T02:57:00,3
2016-10-26T18:49:00,6
2016-12-29T19:42:00,6
2016-12-27T23:10:00,1
2016-10-11T17:45:00,1
2016-10-24T23:10:00,6
2016-11-30T21:08:00,6
2016-09-03T01:05:00,3
2016-12-03T08:08:00,6
2016-12-07T15:05:00,
2016-08-13T17:08:00,6
2016-10-08T18:30:00,9
2016-12-29T17:51:00,4
2017-01-15T09:05:00,
2016-12-24T13:00:00,9
2016-12-14T08:30:00,9
2017-01-04T17:50:00,5
2016-08-18T17:57:00,6
2016-10-27T03:50:00,1
2016-08-04T19:05:00,9
2017-01-21T18:00:00,1
2016-10-26T19:40:00,
2016-11-10T13:45:00,2
2016-10-17T16:35:00,6
2017-01-06T21:09:00,1
2016-11-18T08:02:00,3
2016-11-24T02:31:00,7
2016-12-04T14:34:00,
2016-12-02T12:00:00,3
2016-09-22T15:57:00,5
2016-10-01T23:20:00,7
2016-10-08T22:13:00,8
2016-10-26T20:40:00,7
2016-11-16T12:35:00,5
2016-12-09T04:19:00,4
2016-12-29T21:32:00,3
2017-01-06T18:40:00,9
2016-10-27T18:45:00,7
2016-11-02T19:25:00,8
2017-01-03T12:44:00,6
2016-12-13T15:45:00,4
2017-01-09T17:09:00,2
2016-10-18T13:10:00,7
2016-10-25T18:20:00,3
2016-11-04T13:51:00,6
2016-11-08T10:30:00,5
2016-11-08T10:30:00,5
2016-11-02T19:25:00,8
2016-08-27T02:20:00,1
2016-09-24T14:00:00,1
2017-01-09T21:00:00,9
2016-10-25T18:20:00,3
2016-12-30T02:09:00,9
2016-10-26T22:30:00,9
2016-10-28T12:36:00,1
2016-11-03T03:00:00,1
2016-10-09T20:31:00,4
2016-12-30T02:59:00,7
2017-01-09T18:08:00,2
2017-01-09T19:52:00,6
2016-10-28T13:30:00,2
2016-10-28T13:30:00,2
2016-12-21T08:45:00,
2016-08-16T02:37:00,4
2016-08-16T03:45:00,4
2016-10-06T16:39:00,7
2016-11-04T13:28:00,3
2017-01-10T16:15:00,9
2016-10-29T03:18:00,7
2016-11-19T02:35:00,3
2016-11-14T13:00:00,6
2016-12-06T10:15:00,4
2016-08-27T07:15:00,9
2016-10-18T13:10:00,
2016-10-10T00:03:00,3
2016-12-02T17:47:00,1
2016-12-02T18:50:00,3
2016-09-08T08:40:00,2
2016-11-19T03:10:00,6
2016-09-02T19:10:00,
2016-11-30T16:05:00,1
2016-10-01T16:10:00,1
2017-01-10T15:18:00,7
2016-10-14T12:00:00,1
2016-10-16T18:04:00,7
2016-11-03T15:00:00,4
2016-11-09T11:40:00,
2016-08-12T12:05:00,9
2016-11-27T11:45:00,1
2017-01-13T12:16:00,5
2016-12-06T11:59:00,3
2016-12-04T16:00:00,1
2017-01-17T14:39:00,9
2016-08-27T03:09:00,3
2016-08-06T12:50:00,3
2016-08-25T10:30:00,9
2016-10-29T04:41:00,9
2016-12-01T11:50:00,1
2016-08-29T01:40:00,9
2016-09-06T23:30:00,9
2016-10-04T21:30:00,3
2016-10-31T21:45:00,1
2016-10-29T00:36:00,3
2016-11-21T21:17:00,7
2017-01-14T03:25:00,4
2016-10-18T11:50:00,9
2016-10-03T21:15:00,
2016-09-05T15:20:00,9
2016-10-08T13:15:00,7
2017-01-10T08:23:00,9
2016-09-18T04:05:00,3
2016-11-01T11:06:00,1
2016-11-08T14:58:00,9
2016-08-06T00:38:00,6
2016-10-14T12:49:00,1
2016-09-21T16:45:00,3
2016-08-02T18:10:00,1
2016-10-14T14:55:00,9
2016-10-14T15:07:00,8
2016-12-06T22:02:00,4
2016-08-18T22:46:00,1
2016-12-04T17:15:00,1
2016-12-02T19:29:00,6
2016-08-02T12:45:00,2
2016-10-12T01:08:00,1
2016-08-22T10:15:00,
2016-08-08T23:03:00,2
2016-11-18T17:00:00,6
2016-12-31T22:45:00,6
2016-11-09T11:00:00,5
2016-12-13T11:50:00,6
2016-12-07T11:50:00,3
2016-08-18T18:35:00,1
2017-01-22T13:20:00,9
2016-08-06T17:23:00,6
2016-11-28T20:33:00,8
2017-01-11T11:00:00,8
2016-10-13T20:51:00,4
2016-11-03T18:05:00,6
2016-12-02T18:01:00,1
2016-08-08T13:40:00,
2016-08-10T18:30:00,1
2017-01-24T20:30:00,2
2016-09-09T20:50:00,7
2016-10-03T01:53:00,1
2016-08-30T14:29:00,2
2016-11-01T20:04:00,7
2017-01-01T17:53:00,5
2016-10-30T17:20:00,9
2016-09-03T22:21:00,1
2016-09-08T16:30:00,9
2016-10-03T02:13:00,6
2016-07-07T17:20:00,1
2016-11-21T08:50:00,
2016-11-29T18:27:00,3
2016-08-24T12:34:00,2
2016-08-10T20:25:00,3
2016-10-30T18:15:00,2
2016-10-28T02:05:00,6
2016-09-11T16:20:00,1
2016-12-05T15:00:00,6
2016-09-01T12:32:00,7
2016-10-28T02:50:00,5
2017-01-12T12:20:00,9
2016-10-14T15:34:00,
2016-08-23T16:53:00,3
2016-11-23T17:50:00,6
2016-09-06T15:09:00,6
2016-08-28T21:45:00,5
2016-08-26T13:58:00,6
2014-11-16T03:42:00,2
2016-08-16T19:54:00,2
2016-08-24T12:34:00,2
2017-01-10T16:10:00,9
2016-11-07T16:34:00,9
2017-01-12T06:26:00,6
2016-08-23T14:50:00,8
2016-09-25T05:45:00,6
2016-08-02T00:06:00,2
2016-10-26T17:29:00,9
2016-09-26T23:15:00,3
2016-10-28T03:20:00,6
2016-11-21T11:00:00,9
2016-08-14T23:32:00,1
2016-10-24T02:30:00,9
2016-12-16T03:45:00,9
2016-10-24T08:37:00,3
2016-08-04T20:35:00,6
2016-08-21T22:02:00,9
2016-08-30T00:32:00,1
2016-08-29T11:51:00,3
2016-08-26T13:14:00,9
2016-10-07T11:30:00,9
2016-10-14T16:44:00,3
2016-10-31T17:20:00,5
2016-10-31T20:34:00,9
2017-01-12T19:50:00,2
2016-11-10T10:50:00,1
2016-11-29T12:00:00,9
2016-11-09T23:20:00,6
2016-08-25T14:00:00,3
2016-08-22T21:00:00,9
2016-08-28T23:00:00,4
2016-11-09T13:50:00,
2016-11-10T17:00:00,
2016-12-03T20:03:00,
2016-12-22T00:01:00,5
2017-01-04T16:06:00,1
2016-08-24T22:30:00,6
2016-10-27T11:33:00,4
2017-01-13T13:39:00,1
2016-09-30T11:10:00,3
2016-08-30T19:30:00,9
2016-10-14T18:21:00,
2016-10-14T18:21:00,
2016-11-09T13:20:00,4
2016-11-09T13:20:00,4
2016-11-09T11:40:00,3
2016-11-13T16:30:00,3
2016-12-01T03:30:00,1
2016-08-18T14:40:00,9
2016-12-16T02:11:00,8
2016-08-19T00:49:00,9
2016-08-01T19:32:00,2
2016-09-25T00:10:00,6
2016-10-20T15:43:00,7
2016-11-08T14:35:00,1
2016-09-02T01:50:00,7
2016-12-01T13:30:00,3
2016-11-30T01:21:00,9
2016-10-20T19:00:00,3
2016-09-10T17:10:00,3
2016-08-16T15:27:00,9
2017-01-06T12:35:00,
2016-09-03T16:00:00,3
2016-09-20T20:47:00,4
2016-10-01T02:30:00,1
2016-12-06T09:25:00,4
2017-01-10T17:19:00,3
2016-11-10T07:50:00,6
2016-08-26T13:14:00,9
2016-08-20T19:50:00,1
2016-10-25T14:15:00,
2016-11-12T16:25:00,9
2016-11-11T01:59:00,3
2016-09-09T14:43:00,7
2016-12-19T14:20:00,3
2016-08-06T15:58:00,4
2016-08-03T11:00:00,9
2016-12-06T04:30:00,6
2016-08-31T18:37:00,3
2017-01-14T00:00:00,7
2016-12-03T00:24:00,1
2016-10-24T08:44:00,1
2016-11-16T21:30:00,1
2016-12-03T06:46:00,7
2016-08-08T15:20:00,3
2016-08-19T08:31:00,3
2016-12-06T16:46:00,2
2016-11-11T12:37:00,6
2017-01-05T09:30:00,9
2016-08-14T16:29:00,9
2016-08-22T18:00:00,9
2016-08-16T21:15:00,1
2016-11-24T01:07:00,9
2017-01-11T11:00:00,9
2016-09-15T13:30:00,1
2016-08-11T14:44:00,9
2016-08-04T16:05:00,9
2017-01-05T12:35:00,3
2017-01-07T04:20:00,3
2016-10-21T12:44:00,6
2016-11-11T12:37:00,6
2016-11-12T03:15:00,
2016-10-28T17:20:00,6
2016-12-06T16:49:00,3
2016-09-07T18:30:00,7
2016-09-01T13:39:00,6
2016-10-19T13:00:00,7
2016-09-03T15:30:00,9
2016-10-11T17:35:00,5
2016-10-24T05:20:00,6
2016-11-05T18:03:00,9
2016-12-17T09:47:00,3
2016-12-05T19:30:00,5
2016-08-22T06:45:00,2
2016-09-01T14:15:00,7
2016-10-24T18:30:00,2
2016-10-25T02:00:00,2
2016-10-24T14:00:00,4
2016-12-04T22:15:00,6
2016-12-04T22:12:00,3
2016-12-01T23:00:00,1
2017-01-07T13:10:00,
2016-11-29T02:42:00,1
2017-01-07T19:30:00,3
2016-10-24T15:39:00,6
2016-10-25T18:21:00,2
2016-10-30T22:00:00,7
2016-10-28T15:50:00,3
2016-12-19T09:05:00,6
2016-11-01T15:20:00,1
2016-12-12T20:45:00,2
2016-11-30T09:45:00,4
2017-01-12T17:16:00,1
2016-10-29T17:30:00,1
2016-08-04T17:02:00,9
2016-11-15T20:00:00,8
2016-12-31T16:30:00,6
2016-08-19T18:16:00,9
2016-10-29T00:12:00,4
2016-10-29T02:23:00,
2017-01-12T17:25:00,2
2016-10-09T18:07:00,9
2016-08-22T13:30:00,2
2016-10-01T21:06:00,1
2017-01-12T18:30:00,6
2016-10-28T22:00:00,2
2017-01-17T14:45:00,3
2016-08-26T13:58:00,6
2016-08-28T01:25:00,3
2016-08-27T00:44:00,6
2016-10-21T00:21:00,
2016-10-28T23:11:00,1
2016-10-30T00:04:00,3
2016-09-01T20:46:00,
2016-12-05T02:39:00,
2016-12-05T10:10:00,6
2016-10-13T00:55:00,9
2016-09-06T13:10:00,3
2016-11-29T08:43:00,1
2016-09-01T22:30:00,9
2016-11-27T22:12:00,6
2016-12-05T01:35:00,6
2016-08-16T11:39:00,3
2016-09-03T14:30:00,3
2016-09-20T09:19:00,7
2016-12-01T16:50:00,1
2016-12-01T17:15:00,9
2016-08-15T17:00:00,
2016-09-13T18:50:00,5
2016-10-25T13:55:00,6
2017-01-06T13:24:00,
2016-09-18T01:58:00,7
2016-10-13T02:50:00,1
2016-09-08T15:32:00,3
2017-01-14T01:31:00,2
2016-10-13T09:09:00,2
2016-08-21T16:00:00,6
2016-10-30T00:40:00,
2016-10-30T01:44:00,4
2017-01-14T01:34:00,2
2016-08-26T09:35:00,
2016-08-27T21:30:00,3
2016-10-24T16:35:00,6
2016-12-07T22:50:00,5
2016-11-24T08:25:00,1
2016-08-21T10:38:00,8
2016-10-25T20:40:00,3
2016-09-01T22:06:00,6
2016-09-03T11:00:00,8
2017-01-08T19:04:00,9
2016-12-16T18:10:00,
2016-08-26T11:30:00,6
2016-09-16T01:42:00,3
2016-09-16T02:08:00,2
2016-09-25T22:40:00,7
2016-11-11T01:00:00,2
2016-08-08T21:18:00,7
2016-08-29T00:20:00,6
2016-11-18T10:42:00,9
2016-11-10T00:54:00,8
2016-09-17T18:59:00,2
2016-08-31T19:51:00,6
2016-11-04T18:52:00,6
2016-11-18T23:31:00,9
2016-12-31T04:39:00,9
2016-09-05T06:15:00,1
2016-12-19T10:40:00,9
2016-09-23T20:42:00,6
2016-12-03T17:30:00,7
2016-09-01T16:40:00,4
2016-12-19T12:45:00,9
2016-10-13T16:05:00,5
2016-11-08T23:35:00,6
2016-09-06T20:51:00,6
2016-11-14T15:40:00,1
2016-11-25T01:20:00,9
2016-08-28T15:47:00,2
2016-10-14T19:56:00,1
2016-10-10T14:55:00,4
2016-11-12T00:44:00,6
2016-08-11T20:02:00,5
2016-09-23T19:00:00,6
2016-08-24T04:27:00,2
2017-01-07T22:45:00,3
2016-08-29T23:33:00,9
2016-08-07T00:10:00,3
2016-10-31T15:30:00,3
2016-09-13T03:29:00,1
2016-08-31T21:56:00,9
2016-08-06T01:42:00,3
2016-10-25T01:55:00,9
2016-11-30T14:17:00,3
2016-11-06T19:11:00,5
2016-11-08T23:50:00,2
2016-11-16T16:20:00,4
2016-12-03T08:00:00,6
2016-09-14T18:30:00,1
2016-10-03T00:45:00,3
2016-10-21T20:05:00,
2016-11-22T21:41:00,9
2016-12-03T08:00:00,6
2016-09-15T17:25:00,9
2016-12-26T20:20:00,1
2016-08-07T20:00:00,6
2016-09-14T12:40:00,6
2016-09-01T20:46:00,4
2016-09-16T03:53:00,5
2016-09-13T16:21:00,6
2016-09-21T15:00:00,6
2016-09-06T13:03:00,2
2016-10-21T07:27:00,9
2016-11-24T15:40:00,3
2016-11-18T00:40:00,1
2016-10-14T21:30:00,6
2016-12-20T10:47:00,1
2016-10-15T01:16:00,7
2016-12-09T19:00:00,1
2016-08-23T14:10:00,7
2016-08-25T15:15:00,1
2016-09-24T20:35:00,9
2016-11-23T01:30:00,4
2016-12-20T17:03:00,8
2016-10-15T01:22:00,1
2016-07-22T15:50:00,6
2016-12-20T08:15:00,
2016-12-20T13:40:00,9
2016-08-17T15:20:00,1
2016-09-19T17:30:00,
2016-08-08T08:06:00,8
2016-09-05T06:15:00,1
2016-10-13T09:17:00,1
2016-09-21T21:14:00,1
2016-09-24T03:12:00,6
2016-10-13T09:17:00,1
2016-12-20T07:45:00,8
2016-12-21T18:30:00,6
2016-09-08T17:20:00,4
2017-01-10T12:00:00,2
2016-08-31T07:20:00,3
2016-10-12T03:23:00,9
2016-08-30T09:18:00,1
2016-09-22T21:30:00,7
2016-11-30T11:40:00,9
2016-11-29T09:00:00,1
2016-09-08T16:50:00,
2017-01-11T11:16:00,
2016-10-01T01:43:00,3
2016-10-25T01:55:00,9
2016-11-12T08:08:00,3
2017-01-10T17:19:00,7
2016-10-26T17:30:00,
2016-12-05T15:48:00,3
2016-09-10T18:45:00,2
2016-12-05T16:00:00,9
2016-09-17T11:45:00,9
2016-08-03T17:26:00,
2016-09-17T01:12:00,1
2016-09-18T08:50:00,4
2016-12-05T17:08:00,6
2016-08-08T02:58:00,2
2016-09-22T13:52:00,6
2016-08-10T20:50:00,6
2016-09-09T19:08:00,6
2016-10-15T02:40:00,
2016-12-06T02:00:00,9
2016-09-17T01:15:00,3
2016-09-22T15:46:00,2
2017-01-19T17:30:00,2
2016-08-29T03:25:00,1
2016-09-17T03:19:00,9
2016-08-31T20:52:00,3
2016-12-10T00:10:00,2
2016-08-06T02:00:00,2
2016-10-12T08:00:00,3
2016-12-04T02:46:00,4
2016-09-01T08:00:00,6
2016-12-10T12:48:00,6
2016-11-30T12:59:00,9
2016-10-02T00:01:00,6
2016-08-17T18:20:00,1
2016-09-20T10:25:00,6
2016-09-19T12:55:00,9
2016-09-17T04:00:00,5
2016-10-18T17:30:00,3
2016-10-19T16:35:00,7
2016-10-25T18:20:00,7
2016-12-07T01:23:00,9
2016-09-09T15:00:00,6
2016-12-07T01:42:00,1
2016-12-08T00:57:00,6
2016-08-30T12:50:00,3
2016-08-22T10:15:00,3
2016-12-02T00:05:00,3
2016-10-05T12:05:00,6
2016-11-29T09:00:00,1
2016-12-27T15:12:00,2
2017-01-04T09:00:00,7
2017-01-10T17:27:00,6
2016-11-24T02:07:00,3
2016-12-05T08:00:00,9
2016-07-11T15:00:00,4
2016-09-15T20:25:00,
2016-10-13T14:25:00,1
2016-12-08T16:43:00,4
2017-01-16T00:20:00,1
2017-01-16T01:15:00,3
2016-10-23T11:00:00,9
2016-11-08T11:20:00,6
2016-11-12T08:00:00,4
2016-12-26T18:01:00,1
2016-09-09T13:30:00,3
2016-11-22T17:43:00,1
2016-11-29T11:00:00,4
2016-11-07T13:42:00,6
2016-08-22T10:15:00,3
2016-12-24T09:50:00,9
2017-01-16T01:45:00,2
2017-01-11T19:35:00,1
2016-09-16T14:07:00,2
2016-08-13T03:00:00,
2016-10-27T00:10:00,1
2016-11-29T13:00:00,9
2016-12-02T12:22:00,4
2016-09-16T16:47:00,3
2016-09-12T18:45:00,6
2016-12-13T11:30:00,6
2016-12-12T10:20:00,6
2016-09-18T00:23:00,3
2016-10-01T20:35:00,3
2016-10-03T14:05:00,9
2016-08-30T18:45:00,2
2016-10-24T11:30:00,6
2016-12-01T09:52:00,
2016-09-02T16:53:00,6
2016-12-08T02:22:00,2
2016-10-24T00:15:00,1
2016-07-18T20:30:00,3
2017-01-14T06:54:00,9
2016-08-24T16:10:00,1
2016-11-25T19:05:00,4
2016-12-15T23:30:00,7
2016-10-04T16:30:00,4
2016-10-04T09:30:00,5
2016-08-03T02:30:00,1
2016-11-22T18:59:00,1
2017-01-11T02:33:00,
2016-09-01T16:00:00,3
2016-11-05T20:06:00,6
2016-09-08T18:00:00,9
2016-11-22T19:28:00,4
2014-11-16T03:42:00,2
2016-09-07T04:00:00,
2016-08-30T16:50:00,8
